Ticket_ID,Date_Ouverture,Date_Fermeture,Département,Catégorie,Sous_Catégorie,Priorité,Technicien,Canal,Temps_Resolution_h,SLA,Satisfaction,Jour_Semaine,Heure_Ouverture,Mois,SLA_Binaire
HD014263,2026-02-07 18:30:15.297387,2026-02-07 23:57:13.272347,Finance,Messagerie,Outlook,Haute,TECH_08,Email,5.45,Respecté,4,Saturday,18,2,1
HD014264,2025-03-17 05:25:46.011970,2025-03-17 08:02:43.756116,Direction,Active Directory,Mot de passe,Faible,TECH_04,Email,2.62,Respecté,4,Monday,5,3,1
HD014265,2026-03-11 02:25:45.062925,2026-03-11 09:21:53.430361,Juridique,Messagerie,Outlook,Faible,TECH_05,Portail,6.94,Respecté,3,Wednesday,2,3,1
HD014266,2025-07-03 09:06:44.561419,2025-07-03 10:49:24.886768,Juridique,Active Directory,Mot de passe,Moyenne,TECH_03,Email,1.71,Respecté,5,Thursday,9,7,1
HD014267,2025-02-24 03:14:46.951651,2025-02-24 12:21:36.559139,Finance,Sécurité,Phishing,Moyenne,TECH_07,Téléphone,9.11,Dépassé,4,Monday,3,2,0
HD014268,2025-11-06 00:40:11.678967,2025-11-06 12:52:47.977827,Direction,Sécurité,Phishing,Haute,TECH_02,Email,12.21,Dépassé,2,Thursday,0,11,0
HD014269,2025-01-02 08:34:20.027607,2025-01-02 21:23:12.906591,IT,Logiciel,SAP,Critique,TECH_09,Portail,12.81,Dépassé,3,Thursday,8,1,0
HD014270,2025-04-22 01:02:31.399857,2025-04-22 09:12:15.995670,Production,Réseau,VPN,Moyenne,TECH_03,Téléphone,8.16,Dépassé,3,Tuesday,1,4,0
HD014271,2026-04-21 10:27:27.811673,2026-04-21 13:00:55.354930,Juridique,Active Directory,Compte verrouillé,Faible,TECH_06,Portail,2.56,Respecté,5,Tuesday,10,4,1
HD014272,2026-03-08 05:04:44.895033,2026-03-08 07:27:41.765624,Production,Active Directory,Compte verrouillé,Haute,TECH_07,Téléphone,2.38,Respecté,4,Sunday,5,3,1
HD014273,2026-05-01 00:00:06.747682,2026-05-01 09:37:33.450234,Finance,Sécurité,Phishing,Moyenne,TECH_08,Téléphone,9.62,Dépassé,3,Friday,0,5,0
HD014274,2025-12-04 10:23:30.952456,2025-12-04 15:27:01.780262,IT,Messagerie,Exchange,Moyenne,TECH_07,Email,5.06,Respecté,4,Thursday,10,12,1
HD014275,2026-03-19 00:11:19.129119,2026-03-19 08:08:03.069006,Juridique,Logiciel,ERP,Faible,TECH_03,Email,7.95,Respecté,3,Thursday,0,3,1
HD014276,2025-01-03 07:51:24.710515,2025-01-03 18:22:05.067866,Finance,Réseau,VPN,Moyenne,TECH_10,Email,10.51,Dépassé,3,Friday,7,1,0
HD014277,2025-10-27 01:52:20.439659,2025-10-27 09:10:24.365828,RH,Logiciel,ERP,Faible,TECH_01,Portail,7.3,Respecté,4,Monday,1,10,1
HD014278,2025-01-02 06:28:20.066797,2025-01-02 09:36:17.772829,Production,Réseau,WiFi,Faible,TECH_07,Email,3.13,Respecté,4,Thursday,6,1,1
HD014279,2025-08-21 23:14:03.577238,2025-08-22 06:16:40.932394,RH,Matériel,Écran,Haute,TECH_10,Téléphone,7.04,Respecté,3,Thursday,23,8,1
HD014280,2025-10-10 13:16:51.640862,2025-10-10 15:32:02.860242,Direction,Active Directory,Mot de passe,Faible,TECH_08,Portail,2.25,Respecté,5,Friday,13,10,1
HD014281,2025-02-27 08:08:04.690371,2025-02-27 11:05:47.215516,Finance,Active Directory,Compte verrouillé,Moyenne,TECH_03,Email,2.96,Respecté,4,Thursday,8,2,1
HD014282,2026-04-29 18:22:56.776685,2026-04-30 02:01:35.836134,Finance,Messagerie,Outlook,Faible,TECH_09,Portail,7.64,Respecté,4,Wednesday,18,4,1
HD014283,2025-07-10 05:42:01.139009,2025-07-10 17:38:36.333609,Production,Sécurité,Antivirus,Moyenne,TECH_10,Téléphone,11.94,Dépassé,2,Thursday,5,7,0
HD014284,2025-03-21 15:54:55.881332,2025-03-22 01:23:24.994646,Finance,Sécurité,Antivirus,Haute,TECH_10,Téléphone,9.47,Dépassé,3,Friday,15,3,0
HD014285,2026-05-10 10:19:43.775531,2026-05-10 12:48:30.662401,Achats,Matériel,Imprimante,Faible,TECH_06,Email,2.48,Respecté,5,Sunday,10,5,1
HD014286,2026-01-15 22:28:34.871784,2026-01-16 04:32:02.991690,Achats,Sécurité,Antivirus,Moyenne,TECH_01,Téléphone,6.06,Respecté,4,Thursday,22,1,1
HD014287,2025-07-12 23:50:26.696458,2025-07-13 03:54:02.474249,IT,Logiciel,Office,Moyenne,TECH_01,Email,4.06,Respecté,5,Saturday,23,7,1
HD014288,2026-06-22 14:45:51.706639,2026-06-22 17:20:45.944809,Achats,Active Directory,Compte verrouillé,Faible,TECH_09,Portail,2.58,Respecté,5,Monday,14,6,1
HD014289,2025-07-31 14:30:03.342961,2025-08-01 07:24:27.220078,Production,Réseau,DNS,Haute,TECH_07,Téléphone,16.91,Dépassé,1,Thursday,14,7,0
HD014290,2026-04-10 10:53:24.565698,2026-04-10 17:41:10.746684,RH,Messagerie,Outlook,Haute,TECH_07,Email,6.8,Respecté,4,Friday,10,4,1
HD014291,2025-03-20 03:58:12.089227,2025-03-20 12:48:58.019115,Achats,Messagerie,Exchange,Moyenne,TECH_10,Téléphone,8.85,Dépassé,3,Thursday,3,3,0
HD014292,2026-01-23 11:30:07.477446,2026-01-23 16:40:42.364826,RH,Matériel,Écran,Moyenne,TECH_01,Téléphone,5.18,Respecté,4,Friday,11,1,1
HD014293,2025-03-26 06:27:28.822937,2025-03-26 14:08:13.446167,Finance,Logiciel,SAP,Moyenne,TECH_07,Téléphone,7.68,Respecté,4,Wednesday,6,3,1
HD014294,2025-02-22 23:21:37.621552,2025-02-23 04:11:37.963725,Finance,Messagerie,Exchange,Moyenne,TECH_10,Email,4.83,Respecté,4,Saturday,23,2,1
HD014295,2026-05-17 21:03:23.697855,2026-05-18 03:11:40.755833,RH,Messagerie,Exchange,Moyenne,TECH_01,Téléphone,6.14,Respecté,4,Sunday,21,5,1
HD014296,2026-03-20 21:44:36.105858,2026-03-21 00:22:37.840188,Production,Active Directory,Compte verrouillé,Moyenne,TECH_05,Portail,2.63,Respecté,4,Friday,21,3,1
HD014297,2025-09-01 04:47:02.112971,2025-09-01 10:58:23.680988,Juridique,Logiciel,Office,Faible,TECH_09,Téléphone,6.19,Respecté,3,Monday,4,9,1
HD014298,2025-08-28 00:13:58.169288,2025-08-28 04:13:17.924600,Juridique,Messagerie,Outlook,Haute,TECH_09,Portail,3.99,Respecté,4,Thursday,0,8,1
HD014299,2026-06-18 18:38:00.611095,2026-06-19 10:21:54.537031,Production,Réseau,DNS,Faible,TECH_06,Email,15.73,Dépassé,2,Thursday,18,6,0
HD014300,2025-11-29 23:51:58.598338,2025-11-30 20:08:30.381797,RH,Sécurité,Phishing,Haute,TECH_03,Email,20.28,Dépassé,1,Saturday,23,11,0
HD014301,2026-02-12 07:55:37.176578,2026-02-12 12:51:30.223643,Production,Messagerie,Outlook,Faible,TECH_03,Portail,4.93,Respecté,5,Thursday,7,2,1
HD014302,2025-06-15 06:42:18.261538,2025-06-15 16:15:42.368414,Juridique,Réseau,Switch,Haute,TECH_03,Email,9.56,Dépassé,3,Sunday,6,6,0
HD014303,2025-02-17 01:26:02.248053,2025-02-17 15:20:11.221321,Production,Réseau,WiFi,Faible,TECH_06,Portail,13.9,Dépassé,2,Monday,1,2,0
HD014304,2026-04-24 02:30:53.806536,2026-04-24 13:29:42.889111,Finance,Réseau,VPN,Haute,TECH_06,Portail,10.98,Dépassé,3,Friday,2,4,0
HD014305,2025-04-23 01:00:50.169322,2025-04-23 17:49:05.544425,Direction,Logiciel,SAP,Critique,TECH_03,Email,16.8,Dépassé,1,Wednesday,1,4,0
HD014306,2025-09-12 13:31:20.680773,2025-09-12 20:59:34.154620,IT,Matériel,PC,Haute,TECH_04,Email,7.47,Respecté,3,Friday,13,9,1
HD014307,2025-05-01 00:04:11.907898,2025-05-01 00:34:11.907898,Achats,Sécurité,Antivirus,Faible,TECH_08,Téléphone,0.5,Respecté,4,Thursday,0,5,1
HD014308,2025-06-10 01:39:51.252690,2025-06-10 06:04:11.305578,Achats,Logiciel,SAP,Moyenne,TECH_10,Email,4.41,Respecté,4,Tuesday,1,6,1
HD014309,2025-12-12 22:18:38.018466,2025-12-13 05:34:26.373863,Production,Réseau,VPN,Faible,TECH_04,Téléphone,7.26,Respecté,4,Friday,22,12,1
HD014310,2025-02-06 05:19:13.790761,2025-02-06 20:02:34.712341,Achats,Réseau,VPN,Haute,TECH_07,Portail,14.72,Dépassé,2,Thursday,5,2,0
HD014311,2025-09-24 06:15:06.251619,2025-09-24 17:18:59.455393,Production,Sécurité,Antivirus,Moyenne,TECH_06,Téléphone,11.06,Dépassé,3,Wednesday,6,9,0
HD014312,2026-05-31 11:21:26.046010,2026-05-31 14:52:16.785413,IT,Matériel,Imprimante,Faible,TECH_06,Portail,3.51,Respecté,5,Sunday,11,5,1
HD014313,2025-01-21 13:48:22.154882,2025-01-21 20:14:06.195953,RH,Sécurité,Antivirus,Moyenne,TECH_08,Email,6.43,Respecté,3,Tuesday,13,1,1
HD014314,2026-05-26 07:37:13.703806,2026-05-26 15:38:09.591213,Direction,Sécurité,Antivirus,Moyenne,TECH_08,Téléphone,8.02,Dépassé,3,Tuesday,7,5,0
HD014315,2025-06-13 09:05:24.684545,2025-06-13 09:35:24.684545,RH,Réseau,VPN,Moyenne,TECH_01,Téléphone,0.5,Respecté,5,Friday,9,6,1
HD014316,2025-03-26 23:39:45.678019,2025-03-27 03:00:13.872095,Direction,Matériel,Écran,Haute,TECH_02,Téléphone,3.34,Respecté,4,Wednesday,23,3,1
HD014317,2025-03-09 17:13:43.410943,2025-03-09 22:54:07.005584,Juridique,Logiciel,Office,Faible,TECH_04,Téléphone,5.67,Respecté,3,Sunday,17,3,1
HD014318,2026-03-29 15:12:07.117285,2026-03-29 19:15:02.898571,Direction,Logiciel,SAP,Faible,TECH_03,Téléphone,4.05,Respecté,4,Sunday,15,3,1
HD014319,2026-05-15 22:14:13.908356,2026-05-16 08:05:56.128325,Juridique,Sécurité,Antivirus,Faible,TECH_06,Portail,9.86,Dépassé,3,Friday,22,5,0
HD014320,2025-01-14 01:07:07.929604,2025-01-15 03:39:26.855494,IT,Réseau,DNS,Critique,TECH_08,Portail,26.54,Dépassé,1,Tuesday,1,1,0
HD014321,2026-02-17 15:46:14.600561,2026-02-17 23:14:22.680436,Achats,Logiciel,SAP,Haute,TECH_08,Email,7.47,Respecté,4,Tuesday,15,2,1
HD014322,2025-05-04 09:09:03.035963,2025-05-05 00:05:34.561934,Achats,Sécurité,Antivirus,Moyenne,TECH_04,Portail,14.94,Dépassé,2,Sunday,9,5,0
HD014323,2025-04-25 12:36:06.296333,2025-04-25 22:14:37.148361,Production,Sécurité,Phishing,Faible,TECH_02,Email,9.64,Dépassé,3,Friday,12,4,0
HD014324,2026-01-21 12:13:33.620294,2026-01-21 18:59:25.872578,RH,Logiciel,Office,Haute,TECH_04,Email,6.76,Respecté,4,Wednesday,12,1,1
HD014325,2026-06-26 05:49:07.505090,2026-06-26 07:09:41.392471,IT,Messagerie,Outlook,Faible,TECH_02,Portail,1.34,Respecté,4,Friday,5,6,1
HD014326,2025-03-12 16:58:17.010643,2025-03-12 20:35:56.091878,Achats,Messagerie,Outlook,Moyenne,TECH_03,Portail,3.63,Respecté,5,Wednesday,16,3,1
HD014327,2025-03-20 12:12:46.879914,2025-03-20 17:43:29.763551,Production,Matériel,Imprimante,Moyenne,TECH_02,Portail,5.51,Respecté,3,Thursday,12,3,1
HD014328,2025-11-09 20:13:53.517473,2025-11-09 22:47:02.703648,Direction,Active Directory,Compte verrouillé,Moyenne,TECH_07,Téléphone,2.55,Respecté,4,Sunday,20,11,1
HD014329,2025-06-29 17:32:27.254637,2025-06-29 22:32:16.431777,Achats,Messagerie,Exchange,Haute,TECH_10,Téléphone,5.0,Respecté,4,Sunday,17,6,1
HD014330,2025-06-25 18:21:32.684704,2025-06-25 22:39:26.462344,IT,Active Directory,Compte verrouillé,Faible,TECH_10,Téléphone,4.3,Respecté,3,Wednesday,18,6,1
HD014331,2026-01-25 12:23:21.664855,2026-01-26 01:24:40.235799,Finance,Sécurité,Antivirus,Faible,TECH_07,Email,13.02,Dépassé,3,Sunday,12,1,0
HD014332,2025-12-15 08:55:43.711657,2025-12-15 16:18:01.018069,Direction,Réseau,DNS,Moyenne,TECH_08,Téléphone,7.37,Respecté,3,Monday,8,12,1
HD014333,2025-11-18 11:54:06.565918,2025-11-18 15:09:10.859646,IT,Active Directory,Compte verrouillé,Moyenne,TECH_06,Téléphone,3.25,Respecté,5,Tuesday,11,11,1
HD014334,2025-04-06 21:30:32.892643,2025-04-07 05:48:07.562266,RH,Messagerie,Exchange,Faible,TECH_10,Téléphone,8.29,Dépassé,3,Sunday,21,4,0
HD014335,2026-03-19 21:01:50.896926,2026-03-20 12:32:41.357558,Production,Sécurité,Antivirus,Moyenne,TECH_09,Téléphone,15.51,Dépassé,2,Thursday,21,3,0
HD014336,2025-12-19 17:53:16.336138,2025-12-19 22:54:47.678919,RH,Messagerie,Exchange,Moyenne,TECH_07,Portail,5.03,Respecté,4,Friday,17,12,1
HD014337,2025-06-07 18:44:11.381427,2025-06-08 03:14:51.990456,Production,Réseau,DNS,Moyenne,TECH_10,Portail,8.51,Dépassé,3,Saturday,18,6,0
HD014338,2025-12-13 06:47:48.553338,2025-12-13 13:01:50.038395,IT,Matériel,Écran,Moyenne,TECH_04,Email,6.23,Respecté,4,Saturday,6,12,1
HD014339,2026-02-19 02:19:40.570870,2026-02-19 07:50:51.842957,Achats,Logiciel,SAP,Haute,TECH_07,Email,5.52,Respecté,3,Thursday,2,2,1
HD014340,2025-01-15 01:00:10.857838,2025-01-15 06:18:21.261786,IT,Réseau,Switch,Moyenne,TECH_03,Téléphone,5.3,Respecté,4,Wednesday,1,1,1
HD014341,2025-08-14 06:40:03.264338,2025-08-14 12:36:37.830920,Finance,Logiciel,Office,Faible,TECH_07,Email,5.94,Respecté,4,Thursday,6,8,1
HD014342,2025-04-29 12:41:07.830369,2025-04-29 15:58:57.844150,Achats,Matériel,PC,Faible,TECH_02,Portail,3.3,Respecté,4,Tuesday,12,4,1
HD014343,2026-01-11 23:31:42.771183,2026-01-12 01:34:59.175205,Production,Matériel,Imprimante,Moyenne,TECH_02,Téléphone,2.05,Respecté,4,Sunday,23,1,1
HD014344,2025-07-04 03:01:28.225819,2025-07-04 18:33:02.311492,Achats,Réseau,WiFi,Faible,TECH_03,Téléphone,15.53,Dépassé,2,Friday,3,7,0
HD014345,2025-12-21 05:35:14.644077,2025-12-21 14:27:55.240056,Finance,Matériel,Écran,Moyenne,TECH_02,Portail,8.88,Dépassé,4,Sunday,5,12,0
HD014346,2025-09-15 09:52:05.439327,2025-09-15 22:39:38.730165,IT,Sécurité,Antivirus,Moyenne,TECH_06,Portail,12.79,Dépassé,2,Monday,9,9,0
HD014347,2025-09-10 13:25:56.280362,2025-09-11 07:15:08.739580,Achats,Sécurité,Antivirus,Moyenne,TECH_08,Téléphone,17.82,Dépassé,2,Wednesday,13,9,0
HD014348,2025-06-17 05:47:03.454293,2025-06-17 15:25:30.018423,IT,Sécurité,Antivirus,Haute,TECH_09,Téléphone,9.64,Dépassé,4,Tuesday,5,6,0
HD014349,2025-09-14 16:15:17.724867,2025-09-15 01:02:58.228699,Finance,Réseau,WiFi,Moyenne,TECH_03,Portail,8.79,Dépassé,3,Sunday,16,9,0
HD014350,2026-03-29 05:42:04.810863,2026-03-29 07:03:56.306283,Finance,Logiciel,Office,Haute,TECH_04,Email,1.36,Respecté,5,Sunday,5,3,1
HD014351,2026-03-25 14:01:03.575072,2026-03-25 22:40:53.078567,RH,Logiciel,ERP,Faible,TECH_09,Email,8.66,Dépassé,4,Wednesday,14,3,0
HD014352,2025-06-09 23:35:53.902160,2025-06-10 05:03:44.551845,Production,Messagerie,Exchange,Faible,TECH_01,Portail,5.46,Respecté,4,Monday,23,6,1
HD014353,2025-08-23 14:59:27.667610,2025-08-23 21:02:29.034432,Juridique,Matériel,PC,Critique,TECH_09,Téléphone,6.05,Respecté,4,Saturday,14,8,1
HD014354,2025-02-20 18:04:03.363397,2025-02-20 22:40:43.556372,Production,Logiciel,SAP,Faible,TECH_05,Portail,4.61,Respecté,5,Thursday,18,2,1
HD014355,2025-06-12 11:25:41.593602,2025-06-13 11:48:32.090319,Finance,Réseau,VPN,Critique,TECH_01,Téléphone,24.38,Dépassé,1,Thursday,11,6,0
HD014356,2025-05-03 13:59:59.154625,2025-05-03 22:31:52.246094,Achats,Logiciel,ERP,Faible,TECH_06,Téléphone,8.53,Dépassé,3,Saturday,13,5,0
HD014357,2025-10-05 22:06:12.221071,2025-10-06 00:47:24.440489,IT,Matériel,PC,Haute,TECH_05,Email,2.69,Respecté,5,Sunday,22,10,1
HD014358,2025-11-28 05:20:00.425478,2025-11-28 12:40:08.160075,Finance,Sécurité,Antivirus,Haute,TECH_07,Portail,7.34,Respecté,4,Friday,5,11,1
HD014359,2026-05-07 20:29:52.726363,2026-05-08 06:14:23.120746,Direction,Sécurité,Antivirus,Moyenne,TECH_03,Téléphone,9.74,Dépassé,4,Thursday,20,5,0
HD014360,2025-04-27 01:39:03.976778,2025-04-27 22:38:56.543089,Achats,Sécurité,Antivirus,Haute,TECH_08,Portail,21.0,Dépassé,1,Sunday,1,4,0
HD014361,2026-06-24 18:04:50.265321,2026-06-24 20:56:49.898156,IT,Réseau,DNS,Faible,TECH_09,Portail,2.87,Respecté,4,Wednesday,18,6,1
HD014362,2025-03-30 20:46:14.616090,2025-03-31 04:42:10.445267,Finance,Réseau,Switch,Faible,TECH_01,Téléphone,7.93,Respecté,3,Sunday,20,3,1
HD014363,2025-09-22 17:54:27.899998,2025-09-22 20:24:18.849091,Juridique,Sécurité,Phishing,Faible,TECH_04,Portail,2.5,Respecté,4,Monday,17,9,1
HD014364,2025-03-27 05:55:19.000190,2025-03-27 16:00:14.143545,RH,Logiciel,Office,Faible,TECH_10,Email,10.08,Dépassé,3,Thursday,5,3,0
HD014365,2025-01-28 01:22:56.103965,2025-01-28 21:14:18.295955,Achats,Sécurité,Phishing,Faible,TECH_10,Email,19.86,Dépassé,1,Tuesday,1,1,0
HD014366,2025-08-01 17:17:35.625817,2025-08-01 21:07:06.037644,Finance,Logiciel,ERP,Haute,TECH_08,Portail,3.83,Respecté,5,Friday,17,8,1
HD014367,2026-05-20 05:19:54.613751,2026-05-21 00:58:32.032641,Achats,Sécurité,Antivirus,Moyenne,TECH_09,Téléphone,19.64,Dépassé,1,Wednesday,5,5,0
HD014368,2026-06-10 21:00:50.549963,2026-06-11 14:17:36.266473,Production,Sécurité,Antivirus,Moyenne,TECH_05,Téléphone,17.28,Dépassé,1,Wednesday,21,6,0
HD014369,2026-02-24 02:38:59.992951,2026-02-24 07:41:46.062542,Production,Matériel,PC,Moyenne,TECH_01,Email,5.05,Respecté,5,Tuesday,2,2,1
HD014370,2025-12-21 02:52:46.862692,2025-12-21 11:22:36.529899,Production,Messagerie,Outlook,Critique,TECH_10,Portail,8.5,Dépassé,3,Sunday,2,12,0
HD014371,2025-03-17 17:41:50.785374,2025-03-17 20:51:12.798694,Achats,Matériel,Écran,Faible,TECH_05,Portail,3.16,Respecté,4,Monday,17,3,1
HD014372,2025-01-12 17:07:23.624522,2025-01-12 23:13:05.651003,RH,Messagerie,Exchange,Faible,TECH_01,Portail,6.1,Respecté,4,Sunday,17,1,1
HD014373,2025-01-05 16:00:34.616081,2025-01-05 19:10:38.501511,Finance,Réseau,DNS,Haute,TECH_05,Email,3.17,Respecté,4,Sunday,16,1,1
HD014374,2025-11-28 13:10:57.478948,2025-11-28 15:57:32.359678,RH,Active Directory,Mot de passe,Moyenne,TECH_10,Téléphone,2.78,Respecté,5,Friday,13,11,1
HD014375,2025-08-14 04:52:15.632257,2025-08-14 09:53:31.185195,Direction,Active Directory,Mot de passe,Critique,TECH_02,Portail,5.02,Respecté,5,Thursday,4,8,1
HD014376,2026-05-21 09:29:58.584165,2026-05-21 15:39:01.910813,Direction,Messagerie,Outlook,Faible,TECH_03,Téléphone,6.15,Respecté,5,Thursday,9,5,1
HD014377,2025-10-25 08:51:23.268912,2025-10-25 12:54:54.237279,Production,Matériel,PC,Moyenne,TECH_10,Téléphone,4.06,Respecté,5,Saturday,8,10,1
HD014378,2025-11-05 09:13:22.827046,2025-11-05 14:01:26.827568,Juridique,Réseau,WiFi,Moyenne,TECH_04,Portail,4.8,Respecté,4,Wednesday,9,11,1
HD014379,2025-10-25 04:24:26.141288,2025-10-25 08:43:01.389966,Direction,Logiciel,SAP,Haute,TECH_08,Email,4.31,Respecté,5,Saturday,4,10,1
HD014380,2025-02-14 06:15:34.655471,2025-02-14 11:50:41.646073,RH,Active Directory,Mot de passe,Critique,TECH_05,Email,5.59,Respecté,3,Friday,6,2,1
HD014381,2025-03-27 12:04:10.910100,2025-03-27 18:35:14.650799,Direction,Messagerie,Outlook,Faible,TECH_09,Email,6.52,Respecté,4,Thursday,12,3,1
HD014382,2026-04-24 02:09:37.128610,2026-04-24 04:32:26.581365,Achats,Active Directory,Compte verrouillé,Moyenne,TECH_05,Portail,2.38,Respecté,5,Friday,2,4,1
HD014383,2025-07-14 03:56:25.350680,2025-07-14 08:08:04.347216,RH,Messagerie,Exchange,Haute,TECH_03,Email,4.19,Respecté,4,Monday,3,7,1
HD014384,2026-05-20 23:08:25.886155,2026-05-21 02:07:24.191467,RH,Messagerie,Outlook,Moyenne,TECH_03,Téléphone,2.98,Respecté,4,Wednesday,23,5,1
HD014385,2025-03-03 14:28:31.760834,2025-03-03 20:33:28.051731,Production,Messagerie,Outlook,Haute,TECH_04,Email,6.08,Respecté,4,Monday,14,3,1
HD014386,2025-06-26 02:30:31.688648,2025-06-26 06:54:28.626801,IT,Sécurité,Phishing,Moyenne,TECH_05,Téléphone,4.4,Respecté,5,Thursday,2,6,1
HD014387,2025-11-05 12:59:45.609848,2025-11-05 16:10:29.609759,Production,Messagerie,Outlook,Moyenne,TECH_05,Email,3.18,Respecté,5,Wednesday,12,11,1
HD014388,2026-01-01 07:10:42.843562,2026-01-01 19:07:35.108230,Juridique,Réseau,WiFi,Moyenne,TECH_09,Téléphone,11.95,Dépassé,3,Thursday,7,1,0
HD014389,2025-09-17 10:50:27.209237,2025-09-17 14:03:08.707419,Direction,Active Directory,Mot de passe,Faible,TECH_09,Portail,3.21,Respecté,4,Wednesday,10,9,1
HD014390,2025-01-11 17:54:01.667939,2025-01-12 00:22:23.221384,Direction,Messagerie,Exchange,Moyenne,TECH_06,Téléphone,6.47,Respecté,4,Saturday,17,1,1
HD014391,2025-05-13 17:21:05.604979,2025-05-13 21:36:54.060545,RH,Messagerie,Exchange,Haute,TECH_06,Portail,4.26,Respecté,3,Tuesday,17,5,1
HD014392,2025-06-19 13:04:06.913419,2025-06-19 18:56:03.724240,Achats,Réseau,WiFi,Haute,TECH_07,Portail,5.87,Respecté,3,Thursday,13,6,1
HD014393,2025-12-16 17:28:52.852424,2025-12-16 19:49:55.172902,RH,Active Directory,Mot de passe,Moyenne,TECH_08,Téléphone,2.35,Respecté,3,Tuesday,17,12,1
HD014394,2025-08-15 19:00:29.638350,2025-08-15 21:37:33.609237,Direction,Messagerie,Exchange,Faible,TECH_03,Téléphone,2.62,Respecté,5,Friday,19,8,1
HD014395,2026-05-28 13:40:39.063434,2026-05-28 17:21:01.561144,Achats,Active Directory,Compte verrouillé,Faible,TECH_07,Portail,3.67,Respecté,4,Thursday,13,5,1
HD014396,2025-06-11 08:12:58.892352,2025-06-11 21:19:04.209466,IT,Sécurité,Antivirus,Moyenne,TECH_04,Téléphone,13.1,Dépassé,2,Wednesday,8,6,0
HD014397,2025-09-20 00:57:09.967047,2025-09-20 01:27:09.967047,IT,Active Directory,Mot de passe,Haute,TECH_02,Téléphone,0.5,Respecté,5,Saturday,0,9,1
HD014398,2025-09-24 14:41:33.838871,2025-09-25 22:41:52.876160,Finance,Sécurité,Antivirus,Critique,TECH_05,Téléphone,32.01,Dépassé,1,Wednesday,14,9,0
HD014399,2026-03-21 20:21:31.172228,2026-03-22 02:28:06.931154,Production,Réseau,VPN,Moyenne,TECH_01,Email,6.11,Respecté,3,Saturday,20,3,1
HD014400,2025-01-25 10:59:02.855280,2025-01-25 11:29:02.855280,Direction,Messagerie,Exchange,Moyenne,TECH_04,Téléphone,0.5,Respecté,4,Saturday,10,1,1
HD014401,2025-06-16 11:06:31.517934,2025-06-16 19:49:17.045386,IT,Logiciel,Office,Faible,TECH_09,Téléphone,8.71,Dépassé,3,Monday,11,6,0
HD014402,2025-05-24 17:16:34.190120,2025-05-24 17:46:34.190120,RH,Sécurité,Phishing,Faible,TECH_07,Portail,0.5,Respecté,5,Saturday,17,5,1
HD014403,2025-03-02 12:11:36.020322,2025-03-02 16:50:54.689568,Finance,Matériel,Écran,Moyenne,TECH_09,Portail,4.66,Respecté,2,Sunday,12,3,1
HD014404,2025-10-31 16:54:08.575495,2025-10-31 18:18:34.188031,RH,Réseau,VPN,Faible,TECH_08,Téléphone,1.41,Respecté,4,Friday,16,10,1
HD014405,2025-08-13 22:48:56.595024,2025-08-14 00:09:32.269469,Juridique,Active Directory,Mot de passe,Moyenne,TECH_04,Téléphone,1.34,Respecté,5,Wednesday,22,8,1
HD014406,2025-12-02 13:56:07.173748,2025-12-02 18:50:59.490927,IT,Logiciel,ERP,Faible,TECH_10,Portail,4.91,Respecté,3,Tuesday,13,12,1
HD014407,2026-01-16 21:10:23.534642,2026-01-17 07:21:53.457037,RH,Réseau,VPN,Haute,TECH_08,Portail,10.19,Dépassé,3,Friday,21,1,0
HD014408,2026-04-04 05:41:00.405019,2026-04-04 12:31:09.561230,Production,Messagerie,Exchange,Moyenne,TECH_09,Portail,6.84,Respecté,3,Saturday,5,4,1
HD014409,2025-01-21 14:28:11.499095,2025-01-21 18:05:11.116417,Achats,Active Directory,Compte verrouillé,Moyenne,TECH_02,Téléphone,3.62,Respecté,4,Tuesday,14,1,1
HD014410,2026-01-23 09:55:00.098722,2026-01-23 13:11:21.716565,Achats,Active Directory,Mot de passe,Faible,TECH_01,Téléphone,3.27,Respecté,4,Friday,9,1,1
HD014411,2025-09-17 17:44:11.254536,2025-09-18 09:37:42.594724,Direction,Sécurité,Phishing,Faible,TECH_09,Téléphone,15.89,Dépassé,2,Wednesday,17,9,0
HD014412,2025-09-19 06:12:20.178339,2025-09-19 07:55:22.520723,Achats,Logiciel,SAP,Moyenne,TECH_10,Téléphone,1.72,Respecté,4,Friday,6,9,1
HD014413,2026-02-10 18:47:48.503684,2026-02-10 22:26:29.958527,Achats,Active Directory,Compte verrouillé,Faible,TECH_03,Email,3.64,Respecté,4,Tuesday,18,2,1
HD014414,2025-11-19 20:52:41.629378,2025-11-20 02:54:54.136105,Finance,Logiciel,SAP,Critique,TECH_03,Téléphone,6.04,Respecté,4,Wednesday,20,11,1
HD014415,2025-05-18 20:58:37.994067,2025-05-19 02:13:32.409951,Production,Logiciel,SAP,Moyenne,TECH_09,Téléphone,5.25,Respecté,5,Sunday,20,5,1
HD014416,2025-12-04 13:32:34.530787,2025-12-04 17:33:50.629037,IT,Active Directory,Mot de passe,Moyenne,TECH_09,Portail,4.02,Respecté,5,Thursday,13,12,1
HD014417,2026-04-20 11:59:00.378941,2026-04-20 18:55:04.518625,Production,Messagerie,Outlook,Moyenne,TECH_10,Email,6.93,Respecté,4,Monday,11,4,1
